Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dimitrios Mavroeidis,Olympiacos,11,70,5,10,0.5,0,0,,5,10,0.5,0.5,6,9,0.667,4,14,18,0,1,3,5,7,16
Dimitris Diamantidis,Panathinaikos,27,853,66,179,0.369,40,127,0.315,26,52,0.5,0.48,47,66,0.712,10,81,91,156,38,10,76,60,219
Dimitriy Khvostov,BC Khimki,14,122,3,9,0.333,2,4,0.5,1,5,0.2,0.444,0,0,,1,4,5,8,3,0,10,19,8
Dino Muric,KK Union Olimpija,10,153,21,55,0.382,0,4,0,21,51,0.412,0.382,8,12,0.667,16,11,27,1,2,1,6,13,50
Dionte Christmas,CSKA Moscow,13,198,28,58,0.483,20,36,0.556,8,22,0.364,0.655,8,11,0.727,2,12,14,9,6,2,12,26,84
Djordje Gagic,Partizan,10,141,16,33,0.485,0,0,,16,33,0.485,0.485,25,34,0.735,15,18,33,3,2,1,15,26,57
Dogus Balbay,Anadolu Efes,8,67,6,12,0.5,0,3,0,6,9,0.667,0.5,6,7,0.857,2,4,6,6,3,1,7,9,18
Dominic Waters,KK Union Olimpija,9,139,10,24,0.417,0,3,0,10,21,0.476,0.417,2,2,1,1,8,9,32,1,0,19,17,22
Donnie McGrath,BC Zalgiris,6,104,9,25,0.36,6,15,0.4,3,10,0.3,0.48,3,4,0.75,0,7,7,9,5,0,10,6,27
Dontaye Draper,Real Madrid,26,281,16,62,0.258,7,28,0.25,9,34,0.265,0.315,11,14,0.786,4,25,29,25,18,2,15,34,50
Doron Perkins,Olympiacos,5,27,0,5,0,0,2,0,0,3,0,0,2,2,1,0,2,2,2,1,0,2,9,2
Dovydas Redikas,Lietuvos rytas,3,22,1,3,0.333,0,0,,1,3,0.333,0.333,1,2,0.5,0,2,2,1,0,0,1,2,3
Dragan Milosavljevic,Partizan,10,265,36,69,0.522,6,22,0.273,30,47,0.638,0.565,21,29,0.724,10,18,28,12,9,4,15,29,99
Drazen Bubnic,KK Union Olimpija,10,110,15,32,0.469,1,7,0.143,14,25,0.56,0.484,9,11,0.818,7,13,20,5,1,0,8,25,40
Drew Gordon,Partizan,10,288,36,83,0.434,1,9,0.111,35,74,0.473,0.44,18,29,0.621,25,50,75,15,11,11,16,21,91
Drew Nicholas,CSKA Moscow,4,60,1,15,0.067,0,9,0,1,6,0.167,0.067,0,0,,0,2,2,3,0,0,1,6,2
Dusko Savanovic,Anadolu Efes,29,658,96,231,0.416,24,75,0.32,72,156,0.462,0.468,57,70,0.814,34,74,108,29,30,3,31,44,273
Dylan Page,KK Union Olimpija,7,203,39,74,0.527,15,36,0.417,24,38,0.632,0.628,12,13,0.923,5,23,28,12,2,0,12,15,105
Earl Calloway,Unicaja Malaga,23,575,77,155,0.497,39,88,0.443,38,67,0.567,0.623,22,30,0.733,11,61,72,53,28,4,35,49,215
Eduardo Hernandez Sonseca,Caja Laboral,2,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,0,0,2,2
Egor Vialtsev,BC Khimki,18,230,33,56,0.589,13,25,0.52,20,31,0.645,0.705,7,7,1,8,9,17,19,4,1,11,25,86
Emir Preldzic,Fenerbahçe,22,495,58,115,0.504,12,36,0.333,46,79,0.582,0.557,50,71,0.704,9,37,46,76,13,2,41,26,178
Emir Sulejmanovic,KK Union Olimpija,1,7,1,1,1,0,0,,1,1,1,1,0,0,,0,2,2,0,0,0,0,2,2
Erazem Lorbek,FC Barcelona Regal,30,636,107,219,0.489,18,43,0.419,89,176,0.506,0.53,36,48,0.75,24,78,102,29,5,5,33,58,268
Ermal Kuqo,Anadolu Efes,9,67,11,24,0.458,1,3,0.333,10,21,0.476,0.479,5,8,0.625,1,7,8,3,1,0,6,16,28
Esteban Batista,Anadolu Efes,4,45,7,12,0.583,0,0,,7,12,0.583,0.583,3,5,0.6,2,5,7,0,1,1,4,4,17
Evgeny Voronov,CSKA Moscow,2,6,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,1,2,0
Fabien Causeur,Caja Laboral,28,585,82,163,0.503,24,64,0.375,58,99,0.586,0.577,27,39,0.692,14,34,48,42,19,2,42,72,215
Felipe Reyes,Real Madrid,29,528,77,169,0.456,5,17,0.294,72,152,0.474,0.47,60,85,0.706,59,88,147,14,14,8,36,88,219
Fernando San Emeterio,Caja Laboral,28,680,91,209,0.435,27,80,0.338,64,129,0.496,0.5,44,57,0.772,28,65,93,58,15,0,36,36,253
Fikret Can Akin,Beşiktaş,17,269,19,70,0.271,7,31,0.226,12,39,0.308,0.321,9,9,1,5,11,16,22,5,1,15,29,54
Fran Vazquez,Unicaja Malaga,24,382,56,101,0.554,0,1,0,56,100,0.56,0.554,18,20,0.9,29,45,74,9,10,17,21,79,130
Frank Robinson,Asseco Prokom,7,142,18,53,0.34,7,26,0.269,11,27,0.407,0.406,9,18,0.5,8,18,26,4,4,3,13,10,52
Gaios Skordilis,Panathinaikos,12,34,3,7,0.429,0,0,,3,7,0.429,0.429,2,2,1,1,3,4,0,0,1,2,8,8
Gasper Vidmar,Beşiktaş,22,484,80,134,0.597,0,1,0,80,133,0.602,0.597,41,111,0.369,44,69,113,17,18,24,50,56,201
Gianluca Basile,EA7-Emporio Armani Milano,9,105,9,22,0.409,6,19,0.316,3,3,1,0.545,6,6,1,1,4,5,6,2,0,7,12,30
Giorgi Shermadini,Maccabi Tel Aviv,9,87,13,25,0.52,0,0,,13,25,0.52,0.52,17,27,0.63,9,12,21,1,0,2,6,13,43
Giorgos Printezis,Olympiacos,29,606,120,258,0.465,29,93,0.312,91,165,0.552,0.521,36,48,0.75,29,86,115,30,6,2,27,48,305
Goran Suton,Cedevita Zagreb,10,129,17,37,0.459,4,15,0.267,13,22,0.591,0.514,3,4,0.75,11,22,33,3,1,2,10,22,41
Willy Hernangomez,Real Madrid,3,14,2,7,0.286,0,0,,2,7,0.286,0.286,0,0,,2,1,3,0,0,0,1,5,4
Guy Pnini,Maccabi Tel Aviv,23,308,31,72,0.431,13,43,0.302,18,29,0.621,0.521,17,21,0.81,9,18,27,23,8,2,15,29,92
Heiko Schaffartzik,Alba Berlin,21,435,40,118,0.339,28,82,0.341,12,36,0.333,0.458,22,24,0.917,5,14,19,54,3,0,25,24,130
Hilton Armstrong,Panathinaikos,6,39,3,7,0.429,0,0,,3,7,0.429,0.429,1,2,0.5,0,4,4,0,0,0,8,6,7
Ibrahim Jaaber,BC Zalgiris,14,295,29,69,0.42,12,36,0.333,17,33,0.515,0.507,13,21,0.619,6,25,31,31,27,1,17,31,83
Ilian Evtimov,Elan Chalon,9,242,24,64,0.375,16,47,0.34,8,17,0.471,0.5,15,19,0.789,4,15,19,12,3,0,9,23,79
Ilkan Karaman,Fenerbahçe,22,279,40,85,0.471,7,25,0.28,33,60,0.55,0.512,10,20,0.5,15,39,54,8,12,10,17,34,97
Itay Segev,Maccabi Tel Aviv,2,5,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,0,0,0,0,1,0
Ivan Buva,Cedevita Zagreb,1,9,1,3,0.333,0,1,0,1,2,0.5,0.333,3,6,0.5,0,0,0,0,0,0,0,3,5
Jacopo Giachetti,EA7-Emporio Armani Milano,2,6,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0
Jaka Blazic,KK Union Olimpija,10,284,38,102,0.373,10,36,0.278,28,66,0.424,0.422,38,52,0.731,11,29,40,19,5,0,14,21,124
Jakub Kudlacek,Mapooro Cantu,4,23,0,4,0,0,2,0,0,2,0,0,3,3,1,0,0,0,1,0,0,1,1,3
James Augustine,BC Khimki,22,499,47,78,0.603,1,3,0.333,46,75,0.613,0.609,30,43,0.698,29,75,104,37,14,15,17,31,125
James Gist,Unicaja Malaga,10,228,29,74,0.392,9,26,0.346,20,48,0.417,0.453,19,31,0.613,23,25,48,2,7,6,8,28,86
James Gist,Panathinaikos,19,416,57,128,0.445,17,49,0.347,40,79,0.506,0.512,18,32,0.563,28,55,83,14,12,15,17,41,149
Jamon Gordon,Anadolu Efes,29,824,109,234,0.466,9,39,0.231,100,195,0.513,0.485,35,47,0.745,18,95,113,116,51,6,55,81,262
Jan Mocnik,KK Union Olimpija,5,51,3,12,0.25,2,9,0.222,1,3,0.333,0.333,0,0,,0,1,1,3,2,0,3,8,8
Janis Blums,Lietuvos rytas,9,178,17,55,0.309,12,38,0.316,5,17,0.294,0.418,7,8,0.875,0,17,17,16,5,1,13,17,53
Jason Kapono,Panathinaikos,8,124,18,44,0.409,12,26,0.462,6,18,0.333,0.545,11,12,0.917,0,8,8,8,0,0,7,12,59
Jaycee Carroll,Real Madrid,29,624,126,263,0.479,54,127,0.425,72,136,0.529,0.582,38,43,0.884,24,61,85,17,18,2,17,43,344
Jeff Brooks,Mapooro Cantu,10,235,36,67,0.537,1,10,0.1,35,57,0.614,0.545,10,18,0.556,13,36,49,13,6,0,9,26,83
Jeff Foote,BC Zalgiris,17,180,25,43,0.581,0,0,,25,43,0.581,0.581,12,17,0.706,18,27,45,6,3,9,9,14,62
Je'Kel Foster,Alba Berlin,14,312,37,96,0.385,18,43,0.419,19,53,0.358,0.479,11,13,0.846,3,28,31,19,14,0,24,35,103
Jerel Blassingame,Asseco Prokom,10,283,37,81,0.457,22,50,0.44,15,31,0.484,0.593,16,27,0.593,5,16,21,51,5,0,35,33,112
Jeremiah Massey,Brose Baskets,5,91,11,35,0.314,3,15,0.2,8,20,0.4,0.357,6,8,0.75,3,11,14,3,6,5,6,5,31
Jerry Smith,Mapooro Cantu,4,98,8,27,0.296,1,9,0.111,7,18,0.389,0.315,8,10,0.8,3,7,10,7,1,0,8,15,25
Joe Ingles,FC Barcelona Regal,29,583,57,129,0.442,28,71,0.394,29,58,0.5,0.55,33,42,0.786,10,52,62,32,12,3,30,41,175
Joey Dorsey,Olympiacos,3,40,4,9,0.444,0,1,0,4,8,0.5,0.444,2,4,0.5,5,8,13,1,2,1,8,6,10
Joey Ney,Alba Berlin,2,2,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,0,0
Joffrey Lauvergne,Elan Chalon,7,110,17,32,0.531,4,8,0.5,13,24,0.542,0.594,8,10,0.8,7,18,25,6,1,1,7,19,46
John Goldsberry,Brose Baskets,18,414,28,67,0.418,18,44,0.409,10,23,0.435,0.552,5,11,0.455,6,30,36,46,8,0,20,55,79
Jonas Maciulis,Panathinaikos,29,708,102,216,0.472,49,122,0.402,53,94,0.564,0.586,40,56,0.714,29,89,118,31,23,6,41,85,293
Jonathan Tabu,Mapooro Cantu,10,258,27,77,0.351,13,41,0.317,14,36,0.389,0.435,8,17,0.471,5,17,22,42,8,0,16,24,75
Jordan Aboudou,Elan Chalon,10,123,16,33,0.485,2,11,0.182,14,22,0.636,0.515,3,5,0.6,10,10,20,2,6,3,6,18,37
Jordan Farmar,Anadolu Efes,29,867,141,318,0.443,48,121,0.397,93,197,0.472,0.519,69,80,0.863,15,90,105,113,22,2,74,58,399
Josh Powell,Olympiacos,25,320,55,100,0.55,1,2,0.5,54,98,0.551,0.555,16,22,0.727,23,45,68,6,1,9,21,55,127
Josh Shipp,Anadolu Efes,26,569,56,139,0.403,20,57,0.351,36,82,0.439,0.475,17,20,0.85,23,39,62,25,18,1,19,58,149
JR Bremer,Fenerbahçe,9,115,2,24,0.083,2,13,0.154,0,11,0,0.125,7,8,0.875,1,7,8,13,3,1,7,8,13
Juan Carlos Navarro,FC Barcelona Regal,26,655,113,252,0.448,65,146,0.445,48,106,0.453,0.577,52,61,0.852,7,37,44,57,7,0,44,33,343
Judson Wallace,FC Barcelona Regal,31,524,46,113,0.407,21,60,0.35,25,53,0.472,0.5,15,23,0.652,24,98,122,41,23,4,18,67,128
Julian Khazzouh,Asseco Prokom,1,32,3,4,0.75,2,3,0.667,1,1,1,1,3,4,0.75,2,3,5,0,0,3,4,5,11
Jusuf Nurkic,Cedevita Zagreb,6,22,5,8,0.625,1,1,1,4,7,0.571,0.688,0,2,0,0,4,4,0,1,3,1,3,11
Karsten Tadda,Brose Baskets,24,398,25,72,0.347,10,33,0.303,15,39,0.385,0.417,18,23,0.783,8,31,39,25,14,1,15,41,78
Kartal Ozmizrak,Beşiktaş,3,7,0,2,0,0,1,0,0,1,0,0,0,0,,0,2,2,0,0,0,2,1,0
Kaya Peker,Fenerbahçe,13,191,27,47,0.574,0,0,,27,47,0.574,0.574,7,14,0.5,11,26,37,2,6,3,11,29,61
K.C. Rivers,BC Khimki,24,631,89,200,0.445,36,99,0.364,53,101,0.525,0.535,16,30,0.533,12,52,64,37,18,2,17,59,230
Keith Langford,EA7-Emporio Armani Milano,10,313,65,130,0.5,16,39,0.41,49,91,0.538,0.562,24,31,0.774,9,20,29,29,9,0,23,15,170
Kerem Gonlum,Anadolu Efes,29,542,68,126,0.54,0,2,0,68,124,0.548,0.54,49,63,0.778,36,99,135,17,15,4,27,46,185
Kerem Tunceri,Anadolu Efes,25,405,35,87,0.402,18,52,0.346,17,35,0.486,0.506,9,13,0.692,6,21,27,52,10,2,29,25,97
Kevin Houston,Elan Chalon,4,74,3,23,0.13,0,8,0,3,15,0.2,0.13,4,6,0.667,2,5,7,19,0,0,6,7,10
Klemen Prepelic,KK Union Olimpija,10,228,24,71,0.338,19,57,0.333,5,14,0.357,0.472,21,26,0.808,0,16,16,20,7,0,15,18,88
Kosta Perovic,Unicaja Malaga,21,197,25,57,0.439,0,0,,25,57,0.439,0.439,19,26,0.731,16,30,46,5,5,5,9,20,69
Kostas Papanikolaou,Olympiacos,31,738,93,187,0.497,50,96,0.521,43,91,0.473,0.631,34,47,0.723,34,102,136,43,27,21,27,51,270
Kostas Sloukas,Olympiacos,30,435,43,104,0.413,22,51,0.431,21,53,0.396,0.519,47,54,0.87,11,36,47,35,13,0,20,53,155
Kostas Tsartsaris,Panathinaikos,28,512,38,86,0.442,6,27,0.222,32,59,0.542,0.477,24,41,0.585,23,65,88,25,10,2,37,67,106
Kresimir Loncar,BC Khimki,24,449,78,143,0.545,1,3,0.333,77,140,0.55,0.549,34,39,0.872,29,57,86,23,7,7,33,76,191
Kristjan Kangur,Montepaschi Siena,24,569,68,151,0.45,41,98,0.418,27,53,0.509,0.586,30,36,0.833,25,59,84,30,16,4,27,75,207
Krunoslav Simon,Unicaja Malaga,22,548,68,174,0.391,38,100,0.38,30,74,0.405,0.5,46,52,0.885,9,64,73,56,9,2,41,52,220
Krzysztof Roszyk,Asseco Prokom,4,19,1,2,0.5,0,1,0,1,1,1,0.5,4,5,0.8,0,2,2,0,2,0,2,2,6
Ksistof Lavrinovic,BC Zalgiris,24,511,67,136,0.493,19,52,0.365,48,84,0.571,0.563,52,63,0.825,34,63,97,25,11,7,28,49,205
Kyle Hines,Olympiacos,31,626,118,197,0.599,0,2,0,118,195,0.605,0.599,54,92,0.587,80,107,187,36,21,36,35,81,290
Latavious Williams,Brose Baskets,7,85,12,29,0.414,0,0,,12,29,0.414,0.414,6,7,0.857,8,16,24,2,1,1,5,10,30
Leo Westermann,Partizan,9,261,31,79,0.392,13,30,0.433,18,49,0.367,0.475,11,13,0.846,4,19,23,37,3,0,24,33,86
Leon Radosevic,Lietuvos rytas,10,213,38,71,0.535,0,1,0,38,70,0.543,0.535,22,31,0.71,14,24,38,11,10,7,26,16,98
Lior Eliyahu,Maccabi Tel Aviv,23,396,72,149,0.483,0,2,0,72,147,0.49,0.483,24,30,0.8,20,51,71,48,17,5,28,32,168
Luca Lechthaler,Montepaschi Siena,4,42,3,5,0.6,0,0,,3,5,0.6,0.6,2,2,1,1,5,6,1,0,0,2,5,8
Luis Conde,Unicaja Malaga,1,6,0,4,0,0,1,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,1,0
